Time	resampled X
23.260000	1.43458521	
23.279999	2.84568191	
23.299999	7.11045790	
23.320000	21.95504570	
23.340000	25.80387688	
23.359999	17.61661911	
23.379999	11.77157116	
23.400000	10.93527317	
23.420000	9.44830990	
23.439999	7.83893251	
23.459999	7.12205362	
23.480000	7.34901524	
23.500000	4.97132683	
23.519999	4.05665731	
23.539999	3.12476206	
23.559999	2.52312279	
23.580000	1.74174416	
23.600000	1.29757977	
23.619999	1.04770112	
23.639999	0.95809555	
23.660000	1.12342560	
23.680000	2.34604716	
23.699999	6.73544836	
23.719999	21.83623314	
23.740000	25.80164337	
23.760000	17.66894531	
23.779999	11.86110497	
23.799999	11.06639385	
23.820000	9.57895756	
23.840000	7.94591141	
23.859999	7.28195429	
23.879999	7.43384743	
23.900000	5.00466681	
23.920000	4.06487322	
23.939999	3.12044930	
23.959999	2.51987004	
23.980000	1.73334348	
24.000000	1.28992081	
24.019999	1.00967681	
24.039999	0.95506984	
24.059999	1.16541815	
24.080000	2.38333225	
24.100000	6.71673441	
24.119999	21.82830048	
24.139999	25.74480438	
24.160000	17.60404968	
24.180000	11.75810432	
24.199999	10.97707176	
24.219999	9.56157780	
24.240000	7.90635109	
24.260000	7.23562002	
24.279999	7.34421730	
24.299999	4.98140335	
24.320000	4.11426163	
24.340000	3.17771292	
24.359999	2.50889897	
24.379999	1.72191870	
24.400000	1.35043406	
24.420000	1.08050048	
24.439999	1.03512239	
24.459999	1.34341097	
24.480000	2.73261809	
24.500000	6.98779392	
24.519999	21.95427513	
24.539999	25.77893829	
24.559999	17.62283707	
24.580000	11.75598431	
24.600000	10.98983288	
24.619999	9.44814301	
24.639999	7.90843058	
24.660000	7.13563299	
24.680000	7.29959011	
24.699999	4.96121073	
24.719999	4.07792521	
24.740000	3.05048347	
24.760000	2.41082358	
24.779999	1.70527613	
24.799999	1.35620260	
24.820000	1.07650411	
24.840000	1.02035308	
24.859999	1.23795033	
24.879999	2.64738965	
24.900000	7.53024149	
24.920000	22.43043518	
24.939999	25.95109940	
24.959999	17.93704605	
24.980000	11.86991310	
25.000000	11.00470638	
25.019999	9.44765091	
25.039999	7.89246798	
25.059999	7.17024326	
25.080000	7.36146021	
25.100000	5.00105858	
25.119999	4.12522507	
25.139999	3.11957240	
25.160000	2.52542996	
25.180000	1.92828643	
25.199999	2.03734136	
25.219999	3.63539219	
25.240000	10.17435455	
25.260000	26.82829094	
25.279999	22.15178490	
25.299999	14.94524860	
25.320000	10.81881714	
25.340000	10.32273483	
25.359999	8.23449039	
25.379999	7.37834311	
25.400000	7.27524519	
25.420000	6.34816313	
25.439999	4.47289944	
25.459999	3.58821893	
25.480000	2.79822659	
25.500000	2.23255324	
25.519999	1.84054399	
25.539999	2.30746388	
25.559999	5.00654459	
25.580000	15.07212257	
25.599998	28.15791512	
25.619999	19.58884048	
25.639999	13.00607014	
25.660000	10.77850914	
25.680000	9.96666336	
25.699999	7.89899969	
25.719999	7.28961086	
25.740000	7.63271618	
25.760000	5.60988808	
25.779999	4.35659742	
25.799999	3.36161995	
25.820000	2.69607925	
25.840000	2.04942012	
25.859999	1.93295729	
25.879999	2.83398700	
25.900000	7.12702703	
25.920000	22.12546730	
25.939999	25.75098038	
25.959999	17.62263107	
25.980000	11.77342033	
26.000000	10.90244579	
26.019999	9.33656502	
26.039999	7.78898430	
26.059999	7.18730783	
26.080000	7.34373188	
26.099998	5.02414227	
26.119999	4.04539776	
26.139999	3.06978178	
26.160000	2.49643636	
26.180000	1.90804708	
26.199999	2.12770677	
26.219999	3.83239961	
26.240000	10.70319080	
26.260000	27.15987396	
26.279999	22.34849930	
26.299999	15.11835861	
26.320000	10.88274384	
26.340000	10.32320690	
26.359999	8.17834663	
26.379999	7.31967735	
26.400000	7.25565338	
26.420000	6.37721491	
26.439999	4.56188297	
26.459999	3.62563396	
26.480000	2.80049562	
26.500000	2.22432089	
26.519999	1.85013938	
26.539999	2.32760692	
26.559999	5.04436302	
26.580000	15.08877945	
26.599998	27.95474625	
26.619999	19.31101990	
26.639999	12.66358757	
26.660000	10.65260887	
26.680000	9.76931667	
26.699999	7.71845961	
26.719999	7.03342867	
26.740000	7.45560026	
26.760000	5.52077913	
26.779999	4.41166544	
26.799999	3.40873337	
26.820000	2.69584513	
26.840000	2.03497410	
26.859999	1.94273341	
26.879999	2.86234927	
26.900000	7.11288500	
26.920000	22.13784027	
26.939999	25.74113083	
26.959999	17.65869141	
26.980000	11.48679733	
27.000000	10.43989849	
27.019999	8.89579964	
27.039999	7.40375948	
27.059999	6.87519217	
27.080000	7.08340073	
27.099998	4.94727898	
27.119999	4.10877895	
27.139999	3.11127710	
27.160000	2.53708363	
27.180000	1.95115662	
27.199999	2.14814925	
27.219999	3.90050435	
27.240000	10.66391563	
27.260000	27.13697433	
27.279999	22.27774429	
27.299999	15.25228405	
27.320000	11.03803921	
27.340000	10.48999023	
27.359999	8.33380032	
27.379999	7.47950172	
27.400000	7.34511328	
27.420000	6.43901968	
27.439999	4.66244411	
27.459999	3.74294686	
27.480000	2.90018129	
27.500000	2.35824370	
27.519999	2.09997249	
27.539999	3.21698070	
27.559999	6.46495819	
27.580000	16.07402420	
27.599998	28.46048737	
27.619999	19.70969009	
27.639999	13.12075901	
27.660000	11.06333160	
27.680000	10.33326912	
27.699999	8.14373207	
27.719999	7.23988247	
27.740000	7.53328562	
27.760000	5.58673716	
27.779999	4.40229654	
27.799999	3.45278573	
27.820000	2.78464055	
27.840000	2.11227155	
27.859999	1.99726284	
27.879999	2.93693137	
27.900000	7.21222496	
27.920000	22.40273857	
27.939999	25.85650063	
27.959999	17.89878464	
27.980000	11.95727921	
28.000000	11.26369381	
28.019999	9.88708115	
28.039999	8.15812492	
28.059999	7.26839495	
28.080000	7.30865288	
28.099998	5.06088591	
28.119999	4.13573742	
28.139999	3.16750050	
28.160000	2.73293495	
28.180000	2.24547935	
28.199999	2.31651163	
28.219999	3.96593428	
28.240000	10.58725357	
28.260000	27.16674805	
28.279999	22.41590118	
28.299999	15.52229214	
28.320000	11.52487564	
28.340000	11.30056858	
28.359999	9.19535923	
28.379999	8.30220795	
28.400000	7.84792948	
28.420000	6.77253962	
28.439999	4.84840345	
28.459999	3.78613043	
28.480000	2.88106203	
28.500000	2.24638820	
28.519999	1.89662826	
28.539999	2.40022874	
28.559999	5.14235973	
28.580000	15.36813641	
28.599998	28.26560783	
28.619999	19.62894249	
28.639999	12.95864201	
28.660000	10.92259216	
28.680000	10.04949760	
28.699999	7.93239641	
28.719999	6.96340895	
28.740000	7.19213629	
28.760000	5.38680887	
28.779999	4.40067673	
28.799999	3.36316514	
28.820000	2.68190336	
28.840000	2.07875395	
28.859999	1.97073317	
28.879999	2.96287084	
28.900000	7.40885401	
28.920000	22.59917450	
28.939999	25.82409477	
28.959999	17.82278061	
28.980000	12.02803993	
29.000000	11.44464684	
29.019999	9.87680054	
29.039999	8.20708275	
29.059999	7.25956249	
29.080000	7.31886673	
29.099998	5.00783014	
29.119999	4.09126616	
29.139999	3.16543174	
29.160000	2.65533304	
29.179998	2.08720398	
29.199999	2.18929625	
29.219999	3.85353923	
29.240000	10.56311798	
29.260000	27.20815659	
29.279999	22.36642265	
29.299999	15.42116928	
29.320000	11.45391178	
29.340000	11.23113060	
29.359999	9.03878307	
29.379999	7.84964514	
29.400000	7.46506262	
29.420000	6.51744175	
29.439999	4.85005045	
29.459999	3.87486315	
29.480000	3.17382717	
29.500000	2.46714211	
29.519999	2.00978374	
29.539999	2.50091076	
29.559999	5.33143473	
29.580000	15.60995388	
29.599998	28.33776283	
29.619999	19.60550880	
29.639999	12.85086536	
29.660000	10.80819416	
29.679998	9.81539917	
29.699999	7.75057173	
29.719999	6.92763424	
29.740000	7.10583496	
29.760000	5.26952648	
29.779999	4.24800920	
29.799999	3.38460231	
29.820000	2.77471089	
29.840000	2.10135746	
29.859999	2.00732970	
29.879999	3.06354165	
29.900000	7.68879271	
29.920000	22.92368698	
29.939999	25.90627289	
29.959999	17.83422661	
29.980000	11.97896767	
30.000000	11.23855686	
30.019999	9.48017120	
30.039999	7.90345621	
30.059999	6.95613480	
30.080000	6.92316771	
30.099998	4.83256817	
30.119999	4.08980560	
30.139999	3.17770243	
30.160000	2.58154702	
30.179998	2.05401707	
30.199999	2.34599757	
30.219999	4.52707863	
30.240000	11.53357124	
30.260000	27.52309227	
30.279999	22.39188194	
30.299999	15.38658237	
30.320000	11.37866306	
30.340000	10.95662403	
30.359999	8.72927666	
30.379999	7.68084097	
30.400000	7.28718567	
30.420000	6.16893959	
30.439999	4.56964970	
30.459999	3.76794410	
30.480000	2.99055862	
30.500000	2.32708073	
30.519999	1.95428491	
30.539999	2.58047605	
30.559999	5.53130245	
30.580000	15.77928925	
30.599998	28.33895302	
30.619999	19.59531975	
30.639999	12.84026432	
30.660000	10.85048103	
30.679998	9.99058247	
30.699999	7.89087868	
30.719999	7.05299234	
30.740000	7.19627190	
30.760000	5.35047483	
30.779999	4.31792498	
30.799999	3.39152527	
30.820000	2.72669506	
30.840000	2.15026712	
30.859999	2.27949333	
30.879999	3.75272274	
30.900000	8.07000160	
30.920000	23.07828712	
30.939999	25.91640663	
30.959999	17.88061523	
30.980000	11.99105453	
31.000000	11.34859085	
31.019999	9.73909473	
31.039999	8.14285755	
31.059999	7.21100569	
31.080000	7.18736982	
31.099998	5.02518606	
31.119999	4.25970507	
31.139999	3.51339269	
31.160000	3.74271393	
31.179998	6.15876961	
31.199999	16.86273956	
31.219999	28.18520164	
31.240000	19.33085060	
31.260000	12.67426586	
31.279999	10.99669266	
31.299999	9.86436749	
31.320000	7.87636614	
31.340000	6.84186220	
31.359999	6.99925518	
31.379999	5.14230728	
31.400000	4.28887558	
31.420000	3.58181024	
31.439999	3.59651732	
31.459999	5.03628922	
31.480000	12.30710793	
31.500000	28.10542870	
31.519999	21.57329559	
31.539999	14.81359673	
31.559999	11.56213379	
31.580000	11.01932335	
31.599998	8.71420860	
31.619999	7.63183498	
31.639999	7.54488373	
31.660000	6.19091892	
31.679998	4.70296383	
31.699999	3.84480476	
31.719999	3.50591207	
31.740000	4.29049063	
31.760000	9.11002827	
31.779999	25.47023964	
31.799999	24.39286423	
31.820000	17.14197159	
31.840000	11.91830349	
31.859999	11.38860321	
31.879999	9.20339298	
31.900000	7.90942812	
31.920000	7.16799212	
31.939999	6.78206110	
31.959999	4.81053305	
31.980000	4.00280237	
32.000000	3.40781403	
32.020000	3.87126684	
32.040001	6.95268774	
32.059998	19.94697762	
32.079998	27.21063995	
32.099998	18.67655563	
32.119999	12.30003738	
32.139999	11.16091156	
32.160000	9.57613659	
32.180000	7.79253149	
32.200001	6.68944502	
32.219997	6.85909081	
32.239998	4.97095919	
32.259998	4.32792282	
32.279999	3.53772211	
32.299999	3.62627339	
32.320000	5.49365234	
32.340000	14.48444557	
32.360001	28.57956696	
32.380001	20.46997833	
32.399998	14.06373692	
32.419998	11.59456825	
32.439999	10.64163113	
32.459999	8.32741642	
32.480000	7.44937038	
32.500000	7.60223103	
32.520000	5.83538723	
32.540001	4.62925243	
32.559998	3.76977992	
32.579998	3.59371924	
32.599998	4.66825771	
32.619999	10.68183517	
32.639999	27.16904831	
32.660000	22.79589653	
32.680000	15.48989105	
32.700001	10.96112823	
32.719997	10.79878998	
32.739998	8.74356174	
32.759998	7.86886120	
32.779999	7.46098900	
32.799999	6.46954060	
32.820000	4.86718082	
32.840000	4.14736176	
32.860001	3.63429284	
32.880001	4.19305754	
32.899998	8.07605743	
32.919998	23.24895096	
32.939999	26.04262733	
32.959999	18.07437706	
32.980000	11.89830017	
33.000000	11.41634369	
33.020000	10.04972839	
33.040001	8.69168472	
33.059998	7.59133196	
33.079998	7.39979696	
33.099998	5.71548080	
33.119999	5.47692394	
33.139999	5.00837326	
33.160000	4.89385605	
33.180000	7.15500355	
33.200001	17.67203140	
33.219997	28.63629723	
33.239998	19.97790718	
33.259998	13.35462093	
33.279999	11.38038349	
33.299999	10.55308914	
33.320000	8.56284523	
33.340000	7.69314241	
33.360001	7.60943842	
33.380001	5.51017809	
33.399998	4.68044186	
33.419998	3.76931095	
33.439999	3.62603903	
33.459999	5.10258627	
33.480000	12.53327274	
33.500000	28.28429222	
33.520000	21.72810936	
33.540001	14.95669556	
33.559998	11.53230000	
33.579998	11.00736237	
33.599998	8.95218182	
33.619999	8.02491283	
33.639999	7.55946112	
33.660000	6.13298655	
33.680000	4.69222879	
33.700001	3.83339238	
33.719997	3.50842667	
33.739998	4.39164400	
33.759998	9.32149887	
33.779999	25.63335037	
33.799999	24.36559105	
33.820000	16.73950958	
33.840000	11.22806168	
33.860001	10.90394497	
33.880001	9.36225033	
33.899998	8.03117180	
33.919998	7.09222317	
33.939999	6.60013390	
33.959999	4.77604246	
33.980000	4.15988159	
34.000000	3.80729270	
34.020000	4.17298317	
34.040001	7.21680450	
34.059998	20.27405739	
34.079998	27.56183052	
34.099998	19.38771248	
34.119999	12.77793121	
34.139999	11.45969868	
34.160000	10.98193932	
34.180000	9.52161407	
34.200001	7.98100138	
34.219997	7.65221071	
34.239998	5.76933432	
34.259998	4.87495899	
34.279999	4.01449442	
34.299999	4.11555958	
34.320000	5.89086390	
34.340000	14.82390118	
34.360001	29.02052307	
34.380001	21.20689964	
34.399998	14.51806355	
34.419998	11.25924969	
34.439999	11.58773804	
34.459999	10.26351547	
34.480000	8.71735096	
34.500000	7.65859938	
34.520000	6.17182970	
34.540001	4.94384384	
34.559998	4.11062241	
34.579998	4.05603361	
34.599998	5.10842085	
34.619999	10.99654293	
34.639999	27.54309654	
34.660000	23.51191711	
34.680000	16.56909370	
34.700001	11.49568653	
34.719997	11.83586979	
34.739998	10.66536236	
34.759998	9.49199295	
34.779999	7.85372448	
34.799999	6.76130438	
34.820000	5.17376614	
34.840000	4.40368319	
34.860001	4.07547903	
34.880001	4.56762075	
34.899998	8.45310307	
34.919998	23.51622391	
34.939999	26.03791046	
34.959999	18.42745590	
34.980000	12.09360218	
35.000000	11.11398983	
35.020000	10.22585678	
35.040001	9.20790100	
35.059998	7.63857126	
35.079998	7.21720076	
35.099998	5.54832458	
35.119999	5.25286436	
35.139999	5.60180902	
35.160000	5.91536570	
35.180000	8.06194687	
35.200001	18.01819420	
35.219997	28.40613174	
35.239998	19.74846840	
35.259998	13.17437458	
35.279999	10.98299599	
35.299999	10.80988407	
35.320000	9.21773243	
35.340000	8.02002716	
35.360001	7.61352634	
35.380001	5.83640051	
35.399998	5.13937759	
35.419998	4.77919292	
35.439999	5.02592182	
35.459999	6.11584806	
35.480000	13.07972336	
35.500000	28.29578972	
35.520000	21.62320328	
35.540001	14.92711639	
35.559998	11.08168793	
35.579998	10.92850685	
35.599998	9.21378613	
35.619999	8.38186646	
35.639999	7.41873598	
35.660000	6.16807318	
35.680000	5.05237198	
35.700001	4.27328777	
35.719997	4.18167019	
35.739998	4.80721569	
35.759998	9.48279095	
35.779999	25.61085320	
35.799999	24.22412682	
35.820000	17.12440109	
35.840000	11.41866875	
35.860001	10.99534893	
35.880001	9.87031269	
35.899998	9.10111237	
35.919998	7.85775280	
35.939999	7.20525122	
35.959999	5.62409973	
35.980000	5.06054306	
36.000000	4.54496956	
36.020000	4.93861008	
36.040001	7.99002743	
36.059998	20.57178307	
36.079998	27.06024933	
36.099998	18.89883614	
36.119999	12.42222881	
36.139999	10.94971275	
36.160000	10.58068657	
36.180000	9.47452545	
36.200001	8.20808792	
36.219997	7.72327566	
36.239998	5.81404781	
36.259998	5.03081179	
36.279999	4.34753513	
36.299999	4.46017647	
36.320000	6.05065823	
36.340000	14.81986904	
36.360001	28.39766884	
36.380001	20.38480186	
36.399998	13.89593983	
36.419998	10.82955742	
36.439999	10.52233696	
36.459999	8.85070801	
36.480000	7.92311716	
36.500000	7.35184050	
36.520000	5.97487783	
36.540001	5.22434187	
36.559998	4.36991358	
36.579998	4.30657911	
36.599998	5.41720390	
36.619999	11.20680714	
36.639999	27.25718307	
36.660000	22.66553879	
36.680000	15.87955284	
36.700001	11.11928082	
36.719997	11.00312614	
36.739998	9.56233406	
36.759998	8.74623775	
36.779999	7.58037615	
36.799999	6.69169950	
36.820000	5.43502092	
36.840000	4.72823477	
36.860001	4.49675322	
36.880001	4.85522413	
36.899998	8.44458675	
36.919998	23.32082939	
36.939999	25.37346840	
36.959999	17.56138420	
36.980000	11.60115051	
37.000000	10.84806156	
37.020000	9.95307255	
37.040001	8.79307556	
37.059998	7.19510460	
37.079998	6.85479784	
37.099998	5.47726440	
37.119999	5.56047297	
37.139999	7.19771767	
37.160000	14.98131275	
37.180000	28.58549309	
37.200001	20.72603416	
37.219997	14.19434929	
37.239998	10.88887405	
37.259998	10.70753956	
37.279999	9.08646011	
37.299999	8.01165485	
37.320000	7.29889107	
37.340000	6.09643841	
37.360001	5.54141092	
37.380001	6.09424210	
37.399998	10.00309944	
37.419998	24.08780670	
37.439999	25.48934555	
37.459999	17.52900124	
37.480000	11.44797134	
37.500000	10.72623634	
37.520000	9.87278175	
37.540001	8.80982876	
37.559998	7.17372751	
37.579998	6.94119978	
37.599998	5.53915358	
37.619999	5.54202271	
37.639999	7.12027168	
37.660000	14.90254211	
37.680000	28.58879471	
37.700001	20.76655579	
37.719997	14.23981667	
37.739998	10.96127987	
37.759998	10.80718422	
37.779999	9.16926765	
37.799999	8.13684559	
37.820000	7.45049000	
37.840000	6.22622156	
37.860001	5.57468271	
37.879997	5.94064093	
37.899998	9.83854961	
37.919998	24.05761528	
37.939999	25.52724266	
37.959999	17.78356552	
37.980000	11.73697090	
38.000000	10.89902020	
38.020000	9.98133278	
38.040001	8.90449047	
38.059998	7.22102404	
38.079998	7.02614927	
38.099998	5.59849262	
38.119999	5.49393654	
38.139999	7.08699322	
38.160000	14.85497761	
38.180000	28.45251846	
38.200001	20.55427933	
38.219997	13.82151604	
38.239998	10.74621677	
38.259998	10.74574566	
38.279999	9.33779335	
38.299999	8.39660835	
38.320000	7.57712507	
38.340000	6.28105927	
38.360001	5.60748911	
38.379997	5.99181938	
38.399998	9.95689106	
38.419998	24.12024307	
38.439999	25.51887321	
38.459999	17.83058739	
38.480000	11.76400661	
38.500000	10.95662785	
38.520000	10.24631691	
38.540001	9.25080204	
38.559998	7.60084057	
38.579998	7.30499554	
38.599998	5.72946596	
38.619999	5.71115398	
38.639999	7.28686142	
38.660000	14.99076080	
38.680000	28.56011391	
38.700001	20.84604836	
38.719997	14.24385071	
38.739998	10.79663467	
38.759998	10.84690189	
38.779999	9.30771351	
38.799999	8.45657921	
38.820000	8.23046684	
38.840000	7.36385155	
38.860001	6.36993742	
38.879997	6.60168362	
38.899998	10.41704178	
38.919998	24.19969177	
38.939999	25.44099998	
38.959999	17.64889145	
38.980000	11.38245678	
39.000000	10.60699654	
39.020000	9.82943916	
39.040001	8.82837772	
39.059998	7.46585608	
39.079998	7.70037746	
39.099998	6.76131439	
39.119999	6.23932028	
39.139999	7.85455465	
39.160000	15.28897476	
39.180000	28.44631386	
39.200001	20.46862793	
39.219997	13.40618992	
39.239998	9.95635605	
39.259998	9.93703556	
39.279999	8.54591751	
39.299999	7.83115053	
39.320000	7.86754560	
39.340000	7.76194191	
39.360001	8.16932487	
39.379997	8.44060993	
39.399998	10.98792648	
39.419998	24.46066093	
39.439999	25.78183937	
39.459999	17.90782356	
39.480000	11.67125130	
39.500000	10.66763401	
39.520000	9.71105194	
39.540001	8.61450768	
39.559998	7.17166996	
39.579998	6.93061066	
39.599998	5.72638655	
39.619999	6.03450251	
39.639999	7.59278774	
39.660000	15.27139950	
39.680000	28.56167221	
39.700001	20.45873070	
39.719997	13.73634529	
39.739998	10.59321117	
39.759998	10.55391884	
39.779999	8.92699337	
39.799999	7.96224165	
39.820000	7.35327625	
39.840000	6.00665283	
39.860001	5.62769318	
39.879997	6.19438601	
39.899998	10.45015812	
39.919998	24.51137543	
39.939999	25.31450272	
39.959999	17.18314171	
39.980000	10.97116375	
40.000000	10.19606113	
40.020000	9.40015316	
40.040001	8.29071712	
40.059998	6.85427904	
40.079998	6.56910896	
40.099998	5.25229597	
40.119999	5.52331018	
40.139999	7.17775726	
40.160000	14.94946289	
40.180000	28.47292709	
40.200001	20.61760712	
40.219997	13.83781624	
40.239998	10.62746143	
40.259998	10.69182491	
40.279999	9.09187508	
40.299999	7.98937368	
40.320000	7.41279173	
40.340000	5.96823025	
40.360001	5.56483030	
40.379997	6.02357817	
40.399998	9.85451412	
40.419998	24.16541290	
40.439999	25.47902489	
40.459999	17.94517899	
40.480000	11.79614925	
40.500000	10.97325325	
40.520000	10.15197086	
40.540001	9.04406834	
40.559998	7.55981684	
40.579998	7.07798052	
40.599998	5.51772690	
40.619999	5.61618996	
40.639999	7.19463348	
40.660000	15.01597404	
40.680000	28.57599831	
40.700001	20.84713173	
40.719997	14.27387619	
40.739998	10.92685413	
40.759998	10.89528847	
40.779999	9.27778244	
40.799999	8.24963665	
40.820000	7.71610689	
40.840000	6.24837303	
40.860001	5.68143988	
40.879997	6.09743881	
40.899998	9.95914936	
40.919998	24.27812386	
40.939999	25.37836075	
40.959999	17.57084274	
40.980000	11.23744011	
41.000000	10.29598141	
41.020000	9.42913723	
41.040001	8.50138569	
41.059998	7.13986015	
41.079998	6.74676704	
41.099998	5.35724115	
41.119999	5.53832340	
41.139999	7.27546024	
41.160000	15.10536098	
41.180000	28.49074364	
41.200001	20.57063103	
41.219997	14.02183247	
41.239998	10.73278141	
41.259998	10.74658489	
41.279999	9.17930222	
41.299999	8.52378273	
41.320000	7.75476599	
41.340000	6.24573517	
41.360001	5.76977348	
41.379997	6.20421648	
41.399998	10.07087803	
41.419998	24.30516624	
41.439999	25.32333565	
41.459999	17.63532829	
41.480000	11.55304241	
41.500000	10.74667072	
41.520000	9.90043640	
41.540001	8.95662689	
41.559998	7.99965143	
41.579998	8.40015030	
41.599998	6.99659443	
41.619999	6.61791039	
41.639999	7.80700445	
41.660000	15.37091637	
41.680000	28.54118919	
41.700001	20.59423828	
41.719997	13.76562119	
41.739998	10.49563885	
41.759998	10.40874481	
41.779999	8.72617817	
41.799999	7.86074066	
41.820000	7.39860964	
41.840000	6.30271053	
41.860001	6.24020815	
41.879997	6.84259987	
41.899998	10.58191490	
41.919998	24.46322441	
41.939999	25.39528847	
41.959999	17.79850197	
41.980000	11.60233688	
42.000000	10.67791176	
42.020000	9.59593391	
42.040001	8.52263355	
42.059998	7.16215277	
42.079998	6.84945917	
42.099998	5.46756315	
42.119999	5.84018135	
42.139999	7.76048040	
42.160000	15.59342957	
42.180000	28.66444397	
42.200001	20.73671913	
42.219997	14.15265465	
42.239998	10.78005028	
42.259998	10.58038425	
42.279999	8.89828777	
42.299999	7.91449833	
42.320000	7.36171818	
42.340000	5.76414347	
42.360001	5.34514236	
42.379997	6.05230904	
42.399998	10.21876907	
42.419998	24.52013397	
42.439999	25.37495232	
42.459999	17.79824448	
42.480000	11.62272453	
42.500000	10.69014263	
42.520000	9.70659065	
42.540001	8.76188755	
42.559998	7.53244495	
42.579998	6.89882851	
42.599998	5.30853796	
42.619999	5.35590744	
42.639999	7.27375460	
42.660000	15.89276123	
42.680000	28.78769875	
42.700001	20.75291443	
42.719997	14.21509075	
42.739998	10.78624439	
42.759998	10.59213161	
42.779999	8.89961243	
42.799999	7.98379087	
42.820000	7.38974667	
42.840000	5.74204731	
42.860001	5.12174320	
42.879997	5.63583279	
42.899998	9.71737862	
42.919998	24.20245552	
42.939999	25.11777115	
42.959999	17.53001022	
42.980000	11.51211643	
43.000000	10.78687763	
43.020000	9.63132286	
43.040001	8.51575565	
43.059998	7.12803650	
43.079998	7.25606441	
43.099998	6.56714058	
43.119999	9.75968170	
43.139999	23.20041847	
43.160000	26.99862480	
43.180000	18.21898651	
43.200001	11.34791088	
43.219997	10.03369331	
43.239998	9.37209606	
43.259998	8.16558075	
43.279999	6.98471832	
43.299999	6.89376736	
43.320000	6.37290812	
43.340000	9.33397198	
43.360001	20.98609352	
43.379997	28.05359268	
43.399998	18.93468666	
43.419998	11.97901440	
43.439999	10.24594307	
43.459999	9.83070660	
43.480000	8.42639828	
43.500000	7.21773529	
43.520000	7.06530046	
43.540001	6.31423140	
43.559998	9.20468521	
43.579998	19.20577240	
43.599998	28.93509483	
43.619999	19.56100464	
43.639999	12.43248081	
43.660000	10.06464005	
43.680000	9.75926113	
43.700001	8.26273823	
43.719997	7.14549208	
43.739998	6.84331179	
43.759998	5.93711758	
43.779999	8.20038700	
43.799999	16.88697433	
43.820000	29.23758698	
43.840000	20.23641396	
43.860001	13.15265465	
43.879997	10.46602631	
43.899998	10.21307182	
43.919998	8.61393166	
43.939999	7.58906889	
43.959999	7.05889845	
43.980000	6.00367641	
44.000000	7.78444052	
44.020000	15.23265457	
44.040001	29.31677246	
44.059998	21.42657089	
44.079998	14.57652569	
44.099998	10.99548244	
44.119999	10.69228745	
44.139999	9.02438545	
44.160000	7.96600723	
44.180000	7.36403465	
44.200001	6.35520315	
44.219997	7.56730843	
44.239998	13.84476757	
44.259998	28.94051933	
44.279999	22.28714561	
44.299999	15.23312950	
44.320000	10.93303204	
44.340000	10.77155781	
44.360001	9.13126850	
44.379997	8.28273487	
44.399998	7.43979836	
44.419998	6.62441635	
44.439999	7.40140820	
44.459999	12.76516724	
44.480000	28.26252937	
44.500000	23.41270828	
44.520000	16.17727852	
44.539997	11.15201664	
44.559998	10.70702744	
44.579998	9.10896873	
44.599998	8.23235607	
44.619999	7.18301582	
44.639999	6.65113878	
44.660000	7.00341368	
44.680000	11.65709972	
44.700001	27.11032677	
44.719997	24.55775642	
44.739998	17.05762863	
44.759998	11.39695168	
44.779999	10.85543156	
44.799999	9.40214348	
44.820000	8.43703747	
44.840000	7.19326448	
44.860001	6.88827515	
44.879997	6.89018774	
44.899998	10.79087639	
44.919998	25.53851318	
44.939999	25.75123596	
44.959999	17.89448357	
44.980000	11.73579788	
45.000000	10.92498589	
45.020000	9.75318432	
45.039997	8.55286217	
45.059998	7.31323051	
45.079998	7.16592693	
45.099998	6.81385040	
45.119999	10.20174789	
45.139999	23.55179024	
45.160000	26.85214043	
45.180000	18.12080002	
45.200001	11.40919113	
45.219997	10.14832687	
45.239998	9.37316704	
45.259998	8.10276508	
45.279999	7.02394342	
45.299999	6.97300911	
45.320000	6.34329271	
45.340000	9.51479244	
45.360001	21.26016235	
45.379997	27.98725700	
45.399998	18.82640839	
45.419998	11.83248520	
45.439999	10.12475014	
45.459999	9.47919559	
45.480000	8.12454224	
45.500000	7.08873129	
45.520000	6.97607708	
45.539997	6.17740583	
45.559998	8.92385197	
45.579998	19.04136848	
45.599998	28.99907494	
45.619999	19.90611458	
45.639999	13.15585709	
45.660000	10.75641823	
45.680000	10.03606606	
45.700001	8.38062668	
45.719997	7.34289360	
45.739998	7.20012426	
45.759998	6.37986422	
45.779999	8.64485359	
45.799999	17.14868164	
45.820000	29.38545990	
45.840000	20.43674088	
45.860001	13.49950314	
45.879997	10.80389309	
45.899998	10.25052834	
45.919998	8.45959759	
45.939999	7.51073694	
45.959999	7.18195152	
45.980000	6.37762928	
46.000000	8.24802589	
46.020000	15.56871033	
46.039997	29.44738007	
46.059998	21.36282349	
46.079998	14.51947403	
46.099998	10.99056244	
46.119999	10.49185848	
46.139999	8.62419128	
46.160000	7.84366608	
46.180000	7.28780603	
46.200001	6.48462868	
46.219997	7.90149021	
46.239998	14.20229626	
46.259998	29.17231560	
46.279999	22.35284233	
46.299999	15.34862041	
46.320000	11.07233047	
46.340000	10.79285622	
46.360001	8.95844841	
46.379997	8.23919773	
46.399998	7.49063778	
46.419998	6.77650642	
46.439999	7.66588211	
46.459999	13.08703899	
46.480000	28.52993393	
46.500000	23.43662071	
46.520000	16.19870186	
46.539997	11.12709045	
46.559998	10.54977894	
