Time	resampled X
12.020000	0.36246446	
12.040000	0.34929302	
12.059999	0.32083803	
12.080000	0.32524815	
12.099999	0.30476034	
12.120000	0.29650265	
12.139999	0.32166380	
12.160000	0.37420049	
12.179999	0.54949099	
12.200000	1.05484545	
12.219999	2.82639027	
12.240000	9.10688400	
12.259999	25.74732208	
12.280000	22.07030869	
12.300000	15.17832851	
12.320000	11.30733109	
12.340000	11.10222340	
12.360000	8.87266541	
12.380000	7.63649988	
12.400000	7.12931633	
12.420000	6.34414339	
12.440000	4.43796062	
12.460000	3.44338059	
12.480000	2.62053370	
12.500000	2.06198907	
12.520000	1.45087469	
12.540000	1.06444335	
12.559999	0.86829352	
12.580000	0.73088825	
12.599999	0.59796590	
12.620000	0.59825814	
12.639999	0.49975047	
12.660000	0.38451949	
12.679999	0.34038207	
12.700000	0.32357094	
12.719999	0.33952251	
12.740000	0.35785764	
12.759999	0.35785487	
12.780000	0.41321915	
12.799999	0.47300008	
12.820000	0.43497768	
12.840000	0.48953697	
12.860000	0.79817730	
12.880000	1.99571824	
12.900000	6.13494349	
12.920000	20.58692741	
12.940000	25.50980186	
12.960000	17.56124878	
12.980000	11.95870018	
13.000000	11.27503204	
13.020000	9.71617317	
13.040000	7.89326286	
13.059999	6.87032747	
13.080000	6.96669579	
13.099999	4.80823851	
13.120000	3.86624813	
13.139999	2.89210391	
13.160000	2.37410402	
13.179999	1.66500401	
13.200000	1.23882079	
13.219999	0.94797015	
13.240000	0.80277073	
13.259999	0.65125155	
13.280000	0.64597958	
13.299999	0.58399773	
13.320000	0.50918186	
13.340000	0.54453862	
13.360000	0.84272689	
13.380000	2.01941848	
13.400000	6.19196510	
13.420000	20.69292259	
13.440000	25.55380440	
13.460000	17.54851532	
13.480000	11.76456451	
13.500000	10.99868584	
13.520000	9.45585728	
13.540000	7.70868063	
13.559999	6.63262796	
13.580000	6.84960461	
13.599999	4.80387592	
13.620000	4.01513577	
13.639999	3.54530883	
13.660000	4.00439978	
13.679999	3.68841481	
13.700000	2.95002699	
13.719999	1.91048563	
13.740000	1.32882309	
13.759999	1.18748391	
13.780000	0.99263215	
13.799999	0.73059988	
13.820000	0.59512210	
13.840000	0.63215363	
13.860000	0.99925900	
13.880000	2.19814157	
13.900000	6.33340168	
13.920000	20.81191826	
13.940000	25.52220535	
13.960000	17.30821991	
13.980000	11.72019482	
14.000000	11.00213909	
14.020000	9.48378849	
14.040000	7.71448183	
14.059999	6.69224596	
14.080000	7.03552866	
14.099999	5.28299379	
14.120000	4.89977074	
14.139999	4.23707008	
14.160000	3.20438838	
14.179999	2.15048957	
14.200000	1.69494629	
14.219999	1.45192945	
14.240000	1.22800803	
14.259999	1.23873651	
14.280000	1.14382553	
14.299999	1.02089345	
14.320000	0.81476647	
14.340000	0.73736417	
14.360000	0.97786373	
14.380000	2.10831070	
14.400000	6.25543022	
14.420000	20.73781204	
14.440000	25.42768860	
14.460000	17.25838470	
14.480000	11.39685535	
14.500000	10.73285389	
14.520000	9.44857121	
14.540000	7.75743866	
14.559999	6.75001240	
14.580000	6.84190226	
14.599999	4.78457642	
14.620000	3.92393422	
14.639999	2.98645830	
14.660000	2.45352507	
14.679999	1.66963553	
14.700000	1.25382257	
14.719999	0.92007816	
14.740000	0.78390664	
14.759999	0.61417246	
14.780000	0.58499217	
14.799999	0.52317101	
14.820000	0.43957561	
14.839999	0.51071745	
14.860000	0.83723515	
14.880000	2.02024627	
14.900000	6.20772505	
14.920000	20.72002792	
14.940000	25.39698982	
14.960000	17.24194336	
14.980000	11.54739571	
15.000000	10.99365425	
15.020000	9.50353050	
15.040000	7.58514500	
15.059999	6.59103346	
15.080000	6.84317589	
15.099999	4.75853109	
15.120000	3.82605171	
15.139999	2.94008660	
15.160000	2.39867973	
15.179999	1.63454366	
15.200000	1.25281107	
15.219999	0.95104861	
15.240000	0.80688339	
15.259999	0.62653989	
15.280000	0.62199759	
15.299999	0.58033133	
15.320000	0.50196248	
15.339999	0.52078545	
15.360000	0.82860017	
15.380000	2.00784302	
15.400000	6.23901844	
15.420000	20.84618568	
15.440000	25.48658943	
15.460000	17.32187271	
15.480000	11.48306465	
15.500000	10.85009480	
15.520000	9.38407993	
15.540000	7.60853624	
15.559999	6.65065622	
15.580000	6.86062860	
15.599999	4.78774214	
15.620000	3.92221355	
15.639999	2.97766256	
15.660000	2.45830750	
15.679999	1.74769580	
15.700000	1.31275928	
15.719999	0.97404534	
15.740000	0.77177674	
15.759999	0.63108236	
15.780000	0.62676823	
15.799999	0.53993422	
15.820000	0.43965602	
15.839999	0.50172913	
15.860000	0.86962813	
15.880000	2.09280419	
15.900000	6.24470091	
15.920000	20.86548805	
15.940000	25.56171417	
15.960000	17.49206924	
15.980000	11.90488529	
16.000000	11.33425617	
16.020000	9.94268894	
16.039999	8.06741333	
16.059999	7.01205778	
16.080000	7.18805695	
16.100000	4.94516754	
16.119999	3.95562983	
16.139999	2.95926666	
16.160000	2.40519691	
16.180000	1.68090606	
16.199999	1.28667200	
16.219999	0.94780511	
16.240000	0.77806056	
16.260000	0.64882505	
16.279999	0.64547396	
16.299999	0.57194149	
16.320000	0.50182271	
16.340000	0.54887891	
16.359999	0.86724621	
16.379999	2.05281615	
16.400000	6.28404188	
16.420000	20.98628235	
16.440001	25.61851501	
16.459999	17.44448662	
16.480000	11.52286243	
16.500000	10.77794266	
16.520000	9.46471310	
16.539999	7.70743608	
16.559999	6.73034096	
16.580000	6.92162943	
16.600000	4.75069237	
16.619999	3.89987326	
16.639999	2.98596096	
16.660000	2.41811633	
16.680000	1.67497718	
16.699999	1.26324403	
16.719999	0.94392610	
16.740000	0.79157859	
16.760000	0.63702267	
16.779999	0.57595521	
16.799999	0.52318883	
16.820000	0.43582422	
16.840000	0.50709367	
16.859999	0.83918697	
16.879999	2.06386161	
16.900000	6.43916988	
16.920000	21.29755592	
16.940001	25.79574394	
16.959999	17.68807602	
16.980000	11.88988781	
17.000000	11.22206974	
17.020000	9.86444092	
17.039999	8.01831055	
17.059999	6.94461203	
17.080000	7.15460300	
17.100000	4.86835098	
17.119999	3.89993429	
17.139999	2.93977427	
17.160000	2.36873174	
17.180000	1.65868533	
17.199999	1.28789818	
17.219999	0.95453548	
17.240000	0.77880913	
17.260000	0.61673278	
17.279999	0.58240294	
17.299999	0.54420823	
17.320000	0.49400648	
17.340000	0.58694959	
17.359999	1.15412629	
17.379999	3.08797693	
17.400000	8.18163776	
17.420000	22.30927849	
17.440001	26.01894379	
17.459999	17.74016762	
17.480000	11.87224865	
17.500000	11.18577957	
17.520000	9.84257793	
17.539999	7.99988270	
17.559999	6.94515705	
17.580000	7.16482306	
17.600000	4.86233473	
17.619999	3.89766622	
17.639999	2.94605184	
17.660000	2.35326076	
17.680000	1.63760865	
17.699999	1.26996100	
17.719999	0.96821123	
17.740000	0.79456455	
17.760000	0.63852966	
17.779999	0.59507942	
17.799999	0.49308783	
17.820000	0.43512118	
17.840000	0.53864956	
17.859999	0.96421206	
17.879999	2.46587896	
17.900000	7.21791315	
17.920000	21.76412201	
17.940001	25.86718178	
17.959999	17.70661545	
17.980000	11.85366821	
18.000000	11.18927288	
18.020000	9.82997322	
18.039999	8.01351452	
18.059999	6.95222330	
18.080000	7.16747236	
18.100000	4.85341263	
18.119999	3.89583898	
18.139999	2.95165324	
18.160000	2.39322591	
18.180000	1.65609431	
18.199999	1.29005301	
18.219999	0.99525148	
18.240000	0.79473501	
18.260000	0.66007435	
18.279999	0.61195081	
18.299999	0.54384762	
18.320000	0.47219214	
18.340000	0.55912858	
18.359999	1.07648695	
18.379999	2.99083495	
18.400000	8.35936069	
18.420000	22.62324715	
18.440001	26.05955315	
18.459999	17.61615944	
18.480000	11.90524673	
18.500000	11.26112556	
18.520000	9.89227676	
18.539999	8.05417252	
18.559999	7.04189539	
18.580000	7.23161316	
18.600000	4.87748528	
18.619999	3.89431524	
18.639999	2.97376633	
18.660000	2.40681291	
18.680000	1.67803359	
18.699999	1.29059792	
18.719999	0.95345241	
18.740000	0.78191805	
18.760000	0.63875628	
18.779999	0.60219204	
18.799999	0.52907133	
18.820000	0.48125497	
18.840000	0.52511996	
18.859999	0.87398440	
18.879999	2.10406089	
18.900000	6.42962313	
18.920000	21.28428841	
18.939999	25.66592789	
18.959999	17.52752686	
18.980000	11.88359165	
19.000000	11.04246712	
19.020000	9.49854183	
19.039999	7.84941053	
19.059999	7.10861921	
19.080000	7.37456989	
19.100000	4.92680407	
19.119999	3.94210172	
19.139999	2.95288253	
19.160000	2.40572000	
19.180000	1.71466577	
19.199999	1.32024145	
19.219999	1.02378821	
19.240000	0.92811728	
19.260000	1.12586915	
19.279999	2.33804440	
19.299999	6.55876970	
19.320000	21.37913895	
19.340000	25.75660515	
19.359999	17.64747047	
19.379999	11.86686802	
19.400000	11.04269886	
19.420000	9.55488682	
19.439999	7.92876577	
19.459999	7.19430161	
19.480000	7.42157507	
19.500000	5.14198875	
19.520000	4.48452139	
19.539999	3.74062443	
19.559999	2.91201091	
19.580000	2.06105852	
19.600000	1.54885256	
19.619999	1.23060644	
19.639999	1.09529638	
19.660000	1.22550380	
19.680000	2.38062549	
19.699999	6.59910917	
19.719999	21.43274117	
19.740000	25.74365997	
19.760000	17.59358406	
19.779999	11.79800510	
19.799999	11.02144718	
19.820000	9.50743580	
19.840000	7.91126871	
19.859999	7.23364687	
19.879999	7.58233929	
19.900000	5.41876316	
19.920000	4.39327669	
19.939999	3.23830700	
19.959999	2.57802534	
19.980000	1.87012100	
20.000000	1.47671783	
20.020000	1.12696075	
20.039999	1.01132417	
20.059999	1.19870889	
20.080000	2.36363196	
20.100000	6.59120798	
20.119999	21.43785477	
20.139999	25.71350670	
20.160000	17.57919121	
20.180000	11.80965424	
20.199999	11.05164623	
20.219999	9.54767227	
20.240000	7.96342278	
20.260000	7.20489550	
20.279999	7.38232946	
20.299999	4.99356747	
20.320000	4.07609367	
20.340000	3.07992291	
20.359999	2.48426580	
20.379999	1.73083186	
20.400000	1.33136845	
20.420000	1.02551043	
20.439999	0.96605515	
20.459999	1.11655319	
20.480000	2.31220651	
20.500000	6.55677223	
20.520000	21.46455193	
20.539999	25.71753120	
20.559999	17.60406685	
20.580000	11.88678074	
20.600000	11.04774857	
20.619999	9.50343609	
20.639999	7.85595560	
20.660000	7.10577059	
20.680000	7.33174038	
20.699999	4.98483610	
20.719999	4.03533792	
20.740000	3.01007676	
20.760000	2.41426516	
20.779999	1.66694677	
20.799999	1.35418725	
20.820000	1.12995398	
20.840000	1.37573099	
20.859999	2.62802100	
20.879999	5.48897696	
20.900000	10.05561543	
20.920000	23.28666496	
20.939999	26.17636871	
20.959999	17.74896049	
20.980000	11.81915283	
21.000000	10.91785145	
21.020000	9.44102383	
21.039999	7.81144190	
21.059999	7.05194187	
21.080000	7.32035351	
21.100000	4.98132563	
21.119999	4.07758379	
21.139999	3.05591798	
21.160000	2.43900537	
21.180000	1.67702341	
21.199999	1.33429039	
21.219999	1.06448436	
21.240000	1.08101499	
21.260000	1.52292359	
21.279999	3.62710190	
21.299999	8.87042713	
21.320000	22.87425041	
21.340000	26.07727623	
21.359999	17.57042885	
21.379999	11.40983105	
21.400000	10.38268185	
21.420000	8.96026516	
21.439999	7.43072510	
21.459999	6.71950006	
21.480000	6.93249607	
21.500000	4.72186089	
21.520000	3.96962786	
21.539999	3.04736471	
21.559999	2.44479227	
21.580000	1.67884827	
21.600000	1.29272223	
21.619999	1.01091480	
21.639999	0.98041165	
21.660000	1.20554936	
21.680000	2.43774199	
21.699999	6.88908434	
21.719999	21.95840454	
21.740000	25.95047188	
21.760000	17.88479042	
21.779999	11.93310833	
21.799999	10.98282433	
21.820000	9.48973560	
21.840000	7.86634302	
21.859999	7.13020849	
21.879999	7.32697105	
21.900000	4.97909784	
21.920000	4.09087753	
21.939999	3.13260055	
21.959999	2.52445245	
21.980000	1.72076738	
22.000000	1.30957186	
22.020000	1.00844944	
22.039999	0.99372542	
22.059999	1.23858845	
22.080000	2.63362765	
22.100000	7.34291124	
22.119999	22.19012833	
22.139999	25.84903336	
22.160000	17.50812340	
22.180000	11.43336487	
22.199999	10.50748730	
22.219999	9.12036133	
22.240000	7.61226320	
22.260000	6.83394432	
22.279999	7.01130581	
22.299999	4.78621244	
22.320000	3.99487543	
22.340000	3.08095646	
22.359999	2.46646857	
22.379999	1.69403958	
22.400000	1.31137955	
22.420000	1.02338326	
22.439999	0.93599629	
22.459999	1.13245976	
22.480000	2.38839388	
22.500000	6.73827076	
22.519999	21.72727394	
22.539999	25.71166229	
22.559999	17.46355629	
22.580000	11.42623806	
22.600000	10.51351643	
22.619999	9.12249565	
22.639999	7.64673519	
22.660000	6.97188330	
22.680000	7.15673923	
22.699999	4.86222839	
22.719999	4.01857233	
22.740000	3.09927559	
22.760000	2.49364924	
22.779999	1.71101749	
22.799999	1.33848953	
22.820000	1.05283010	
22.840000	1.00949538	
22.859999	1.25104797	
22.879999	2.44378352	
22.900000	6.86981058	
22.920000	21.89672852	
22.939999	25.69125175	
22.959999	17.36829567	
22.980000	11.33342552	
23.000000	10.49661732	
23.019999	9.03216743	
23.039999	7.53262854	
23.059999	6.89802313	
23.080000	7.05395555	
23.100000	4.81628466	
23.119999	3.97378230	
23.139999	3.09442353	
23.160000	2.46702170	
23.180000	1.70847726	
23.199999	1.31636357	
23.219999	1.04473317	
23.240000	1.04363286	
